t,solar,wind
5676,0.676,0.012
5677,0.612,0.008
5678,0.34,0.008
5679,0.132,0.048
5680,0,0.244
5681,0,0.499
5682,0,0.603
5683,0,0.637
5684,0,0.645
5685,0,0.65
5686,0,0.663
5687,0,0.68
5688,0,0.666
5689,0,0.633
5690,0,0.625
5691,0.062,0.639
5692,0.444,0.493
5693,0.613,0.33
5694,0.677,0.299
5695,0.705,0.201
5696,0.718,0.133
5697,0.721,0.091
5698,0.716,0.063
5699,0.702,0.041
5700,0.672,0.029
5701,0.577,0.018
5702,0.438,0.007
5703,0.194,0.022
5704,0,0.115
5705,0,0.238
5706,0,0.231
5707,0,0.171
5708,0,0.142
5709,0,0.158
5710,0,0.204
5711,0,0.254
5712,0,0.233
5713,0,0.169
5714,0,0.11
5715,0.048,0.059
5716,0.415,0.028
5717,0.595,0.011
5718,0.67,0.006
5719,0.704,0.012
5720,0.715,0.043
5721,0.703,0.11
5722,0.685,0.197
5723,0.664,0.281
5724,0.572,0.405
5725,0.402,0.595
5726,0.22,0.793
5727,0.047,0.882
5728,0,0.862
5729,0,0.768
5730,0,0.667
5731,0,0.569
5732,0,0.447
5733,0,0.299
5734,0,0.207
5735,0,0.148
5736,0,0.083
5737,0,0.034
5738,0,0.015
5739,0,0.02
5740,0.036,0.016
5741,0.119,0.005
5742,0.232,0.003
5743,0.317,0.004
5744,0.378,0.005
5745,0.313,0.017
5746,0.232,0.054
5747,0.193,0.075
5748,0.119,0.049
5749,0.063,0.022
5750,0.027,0.019
5751,0.002,0.056
5752,0,0.187
5753,0,0.386
5754,0,0.481
5755,0,0.494
5756,0,0.377
5757,0,0.201
5758,0,0.075
5759,0,0.031
5760,0,0.026
5761,0,0.03
5762,0,0.026
5763,0.006,0.019
5764,0.181,0.009
5765,0.379,0.03
5766,0.486,0.027
5767,0.476,0.011
5768,0.513,0.003
5769,0.516,0.004
5770,0.483,0.01
5771,0.396,0.017
5772,0.281,0.026
5773,0.178,0.043
5774,0.098,0.077
5775,0.029,0.169
5776,0,0.358
5777,0,0.499
5778,0,0.538
5779,0,0.463
5780,0,0.369
5781,0,0.327
5782,0,0.337
5783,0,0.341
5784,0,0.258
5785,0,0.147
5786,0,0.065
5787,0,0.021
5788,0.065,0.004
5789,0.179,0.003
5790,0.334,0.005
5791,0.518,0.005
5792,0.628,0.004
5793,0.65,0.002
5794,0.641,0.001
5795,0.601,0.002
5796,0.511,0.006
5797,0.367,0.025
5798,0.188,0.061
5799,0.058,0.127
5800,0,0.227
5801,0,0.331
5802,0,0.414
5803,0,0.45
5804,0,0.408
5805,0,0.316
5806,0,0.254
5807,0,0.226
5808,0,0.143
5809,0,0.092
5810,0,0.063
5811,0.001,0.042
5812,0.176,0.023
5813,0.447,0.027
5814,0.593,0.026
5815,0.645,0.06
5816,0.663,0.12
5817,0.671,0.195
5818,0.67,0.279
5819,0.656,0.358
5820,0.625,0.456
5821,0.561,0.553
5822,0.437,0.609
5823,0.214,0.612
5824,0,0.571
5825,0,0.556
5826,0,0.496
5827,0,0.416
5828,0,0.327
5829,0,0.258
5830,0,0.194
5831,0,0.131
5832,0,0.063
5833,0,0.02
5834,0,0.005
5835,0.023,0.001
5836,0.368,0.003
5837,0.571,0.011
5838,0.641,0.012
5839,0.653,0.026
5840,0.644,0.067
5841,0.632,0.135
5842,0.593,0.214
5843,0.551,0.28
5844,0.477,0.339
5845,0.361,0.391
5846,0.204,0.436
5847,0.06,0.449
5848,0,0.382
5849,0,0.296
5850,0,0.218
5851,0,0.15
5852,0,0.096
5853,0,0.057
5854,0,0.029
5855,0,0.012
5856,0,0.003
5857,0,0
5858,0,0
5859,0.019,0
5860,0.343,0.001
5861,0.565,0.015
5862,0.661,0.02
5863,0.709,0.032
5864,0.727,0.064
5865,0.732,0.113
5866,0.729,0.165
5867,0.712,0.203
5868,0.672,0.244
5869,0.585,0.31
5870,0.328,0.401
5871,0.133,0.501
5872,0,0.518
5873,0,0.437
5874,0,0.362
5875,0,0.269
5876,0,0.178
5877,0,0.1
5878,0,0.048
5879,0,0.021
5880,0,0.005
5881,0,0.001
5882,0,0
5883,0.016,0
5884,0.354,0
5885,0.567,0.006
5886,0.666,0.029
5887,0.713,0.056
5888,0.721,0.087
5889,0.723,0.117
5890,0.72,0.144
5891,0.69,0.169
5892,0.65,0.22
5893,0.594,0.294
5894,0.468,0.374
5895,0.173,0.458
5896,0,0.516
5897,0,0.507
5898,0,0.456
5899,0,0.386
5900,0,0.289
5901,0,0.192
5902,0,0.116
5903,0,0.088
5904,0,0.075
5905,0,0.067
5906,0,0.078
5907,0.001,0.103
5908,0.174,0.105
5909,0.422,0.204
5910,0.576,0.259
5911,0.635,0.301
5912,0.674,0.335
5913,0.679,0.346
5914,0.664,0.346
5915,0.645,0.334
5916,0.588,0.36
5917,0.454,0.421
5918,0.246,0.473
5919,0.054,0.489
5920,0,0.433
5921,0,0.313
5922,0,0.241
5923,0,0.172
5924,0,0.132
5925,0,0.092
5926,0,0.063
5927,0,0.035
5928,0,0.016
5929,0,0.006
5930,0,0.003
5931,0.003,0.015
5932,0.24,0.064
5933,0.486,0.201
5934,0.642,0.277
5935,0.681,0.304
5936,0.697,0.327
5937,0.682,0.35
5938,0.654,0.358
5939,0.586,0.343
5940,0.46,0.331
5941,0.467,0.324
5942,0.299,0.278
5943,0.095,0.232
5944,0,0.254
5945,0,0.278
5946,0,0.231
5947,0,0.171
5948,0,0.143
5949,0,0.129
5950,0,0.12
5951,0,0.113
5952,0,0.091
5953,0,0.069
5954,0,0.055
5955,0.002,0.043
5956,0.268,0.045
5957,0.519,0.085
5958,0.61,0.117
5959,0.65,0.137
5960,0.648,0.161
5961,0.621,0.188
5962,0.589,0.208
5963,0.534,0.214
5964,0.471,0.221
5965,0.365,0.239
5966,0.195,0.25
5967,0.05,0.248
5968,0,0.215
5969,0,0.183
5970,0,0.162
5971,0,0.141
5972,0,0.111
5973,0,0.085
5974,0,0.065
5975,0,0.055
5976,0,0.059
5977,0,0.076
5978,0,0.1
5979,0.002,0.106
5980,0.247,0.128
5981,0.464,0.206
5982,0.614,0.185
5983,0.657,0.153
5984,0.681,0.134
5985,0.684,0.124
5986,0.672,0.118
5987,0.657,0.11
5988,0.604,0.114
5989,0.54,0.127
5990,0.368,0.153
5991,0.133,0.199
5992,0,0.271
5993,0,0.433
5994,0,0.541
5995,0,0.568
5996,0,0.553
5997,0,0.498
5998,0,0.395
5999,0,0.346
6000,0,0.289
6001,0,0.226
6002,0,0.201
6003,0.006,0.187
6004,0.321,0.193
6005,0.547,0.227
6006,0.637,0.174
6007,0.687,0.13
6008,0.708,0.102
6009,0.721,0.084
6010,0.724,0.075
6011,0.705,0.074
6012,0.667,0.089
6013,0.611,0.125
6014,0.495,0.202
6015,0.182,0.389
6016,0,0.654
6017,0,0.753
6018,0,0.764
6019,0,0.724
6020,0,0.632
6021,0,0.517
6022,0,0.375
6023,0,0.257
6024,0,0.176
6025,0,0.139
6026,0,0.115
6027,0,0.093
6028,0.16,0.094
6029,0.271,0.119
6030,0.289,0.093
6031,0.307,0.059
6032,0.341,0.034
6033,0.341,0.018
6034,0.298,0.008
6035,0.275,0.003
6036,0.245,0.002
6037,0.149,0.002
6038,0.064,0.002
6039,0.007,0.002
6040,0,0.004
6041,0,0.01
6042,0,0.02
6043,0,0.033
6044,0,0.062
6045,0,0.107
6046,0,0.165
6047,0,0.201
6048,0,0.213
6049,0,0.213
6050,0,0.195
6051,0,0.19
6052,0.011,0.226
6053,0.072,0.315
6054,0.184,0.313
6055,0.332,0.241
6056,0.428,0.174
6057,0.492,0.133
6058,0.465,0.118
6059,0.411,0.121
6060,0.293,0.151
6061,0.228,0.223
6062,0.131,0.342
6063,0.037,0.478
6064,0,0.577
6065,0,0.584
6066,0,0.539
6067,0,0.465
6068,0,0.395
6069,0,0.363
6070,0,0.305
6071,0,0.293
6072,0,0.237
6073,0,0.172
6074,0,0.149
6075,0,0.141
6076,0.12,0.13
6077,0.247,0.141
6078,0.279,0.092
6079,0.333,0.042
6080,0.349,0.016
6081,0.322,0.005
6082,0.287,0.002
6083,0.232,0.002
6084,0.18,0.008
6085,0.116,0.028
6086,0.054,0.083
6087,0.007,0.206
6088,0,0.374
6089,0,0.504
6090,0,0.542
6091,0,0.532
6092,0,0.499
6093,0,0.439
6094,0,0.36
6095,0,0.284
6096,0,0.221
6097,0,0.163
6098,0,0.131
6099,0,0.115
6100,0.237,0.091
6101,0.484,0.085
6102,0.591,0.049
6103,0.596,0.02
6104,0.583,0.012
6105,0.548,0.019
6106,0.513,0.036
6107,0.454,0.061
6108,0.378,0.106
6109,0.278,0.183
6110,0.186,0.295
6111,0.078,0.446
6112,0,0.595
6113,0,0.612
6114,0,0.509
6115,0,0.426
6116,0,0.344
6117,0,0.289
6118,0,0.269
6119,0,0.269
6120,0,0.226
6121,0,0.199
6122,0,0.19
6123,0,0.178
6124,0.301,0.141
6125,0.56,0.196
6126,0.654,0.234
6127,0.695,0.247
6128,0.705,0.261
6129,0.723,0.29
6130,0.717,0.324
6131,0.702,0.364
6132,0.655,0.441
6133,0.592,0.528
6134,0.455,0.589
6135,0.305,0.611
6136,0,0.547
6137,0,0.474
6138,0,0.393
6139,0,0.315
6140,0,0.256
6141,0,0.219
6142,0,0.192
6143,0,0.161
6144,0,0.127
6145,0,0.095
6146,0,0.078
6147,0,0.071
6148,0.308,0.043
6149,0.541,0.214
6150,0.65,0.313
6151,0.713,0.313
6152,0.739,0.307
6153,0.741,0.316
6154,0.74,0.331
6155,0.725,0.338
6156,0.695,0.379
6157,0.625,0.448
6158,0.444,0.503
6159,0.24,0.506
6160,0,0.528
6161,0,0.563
6162,0,0.568
6163,0,0.559
6164,0,0.52
6165,0,0.463
6166,0,0.406
6167,0,0.334
6168,0,0.231
6169,0,0.133
6170,0,0.07
6171,0,0.029
6172,0.303,0.007
6173,0.552,0.049
6174,0.664,0.159
6175,0.72,0.201
6176,0.746,0.226
6177,0.757,0.256
6178,0.754,0.291
6179,0.737,0.325
6180,0.683,0.358
6181,0.62,0.388
6182,0.468,0.405
6183,0.204,0.416
6184,0,0.496
6185,0,0.547
6186,0,0.572
6187,0,0.566
6188,0,0.512
6189,0,0.414
6190,0,0.348
6191,0,0.277
6192,0,0.193
6193,0,0.122
6194,0,0.067
6195,0,0.029
6196,0.278,0.011
6197,0.527,0.04
6198,0.64,0.035
6199,0.688,0.02
6200,0.707,0.015
6201,0.708,0.019
6202,0.706,0.03
6203,0.665,0.042
6204,0.584,0.06
6205,0.403,0.099
6206,0.169,0.154
6207,0.075,0.218
6208,0,0.319
6209,0,0.399
6210,0,0.411
6211,0,0.356
6212,0,0.247
6213,0,0.158
6214,0,0.103
6215,0,0.066
6216,0,0.05
6217,0,0.042
6218,0,0.036
6219,0,0.029
6220,0.202,0.016
6221,0.464,0.052
6222,0.612,0.073
6223,0.693,0.041
6224,0.722,0.02
6225,0.723,0.013
6226,0.705,0.014
6227,0.64,0.016
6228,0.561,0.017
6229,0.47,0.018
6230,0.336,0.022
6231,0.145,0.049
6232,0,0.125
6233,0,0.2
6234,0,0.244
6235,0,0.257
6236,0,0.239
6237,0,0.2
6238,0,0.15
6239,0,0.103
6240,0,0.065
6241,0,0.042
6242,0,0.032
6243,0,0.027
6244,0.247,0.016
6245,0.488,0.016
6246,0.602,0.006
6247,0.634,0
6248,0.633,0
6249,0.598,0
6250,0.506,0.002
6251,0.408,0.003
6252,0.344,0.002
6253,0.233,0.003
6254,0.132,0.007
6255,0.071,0.022
6256,0,0.063
6257,0,0.125
6258,0,0.189
6259,0,0.229
6260,0,0.229
6261,0,0.196
6262,0,0.132
6263,0,0.07
6264,0,0.041
6265,0,0.035
6266,0,0.04
6267,0,0.04
6268,0.257,0.024
6269,0.514,0.007
6270,0.631,0.006
6271,0.685,0.011
6272,0.702,0.023
6273,0.693,0.036
6274,0.655,0.043
6275,0.607,0.047
6276,0.528,0.045
6277,0.397,0.045
6278,0.214,0.056
6279,0.068,0.09
6280,0,0.182
6281,0,0.294
6282,0,0.35
6283,0,0.365
6284,0,0.369
6285,0,0.352
6286,0,0.313
6287,0,0.254
6288,0,0.26
6289,0,0.247
6290,0,0.214
6291,0,0.217
6292,0.221,0.187
6293,0.48,0.263
6294,0.584,0.278
6295,0.636,0.195
6296,0.654,0.131
6297,0.664,0.102
6298,0.663,0.092
6299,0.624,0.092
6300,0.529,0.11
6301,0.291,0.175
6302,0.123,0.311
6303,0.012,0.51
6304,0,0.653
6305,0,0.755
6306,0,0.76
6307,0,0.762
6308,0,0.718
6309,0,0.66
6310,0,0.55
6311,0,0.417
6312,0,0.304
6313,0,0.233
6314,0,0.182
6315,0,0.146
6316,0.055,0.189
6317,0.171,0.408
6318,0.265,0.484
6319,0.288,0.471
6320,0.295,0.478
6321,0.23,0.524
6322,0.191,0.584
6323,0.148,0.631
6324,0.142,0.653
6325,0.106,0.614
6326,0.053,0.485
6327,0.009,0.434
6328,0,0.479
6329,0,0.497
6330,0,0.468
6331,0,0.474
6332,0,0.481
6333,0,0.456
6334,0,0.349
6335,0,0.245
6336,0,0.162
6337,0,0.109
6338,0,0.069
6339,0,0.049
6340,0.111,0.057
6341,0.273,0.139
6342,0.422,0.172
6343,0.583,0.133
6344,0.622,0.094
6345,0.58,0.071
6346,0.561,0.057
6347,0.416,0.05
6348,0.312,0.037
6349,0.163,0.02
6350,0.071,0.007
6351,0.009,0.001
6352,0,0
6353,0,0.001
6354,0,0.005
6355,0,0.026
6356,0,0.054
6357,0,0.063
6358,0,0.052
6359,0,0.048
6360,0,0.04
6361,0,0.025
6362,0,0.025
6363,0,0.031
6364,0.129,0.028
6365,0.411,0.056
6366,0.503,0.045
6367,0.546,0.021
6368,0.537,0.01
6369,0.542,0.008
6370,0.47,0.01
6371,0.328,0.014
6372,0.253,0.02
6373,0.163,0.044
6374,0.072,0.101
6375,0.013,0.185
6376,0,0.252
6377,0,0.266
6378,0,0.246
6379,0,0.207
6380,0,0.178
6381,0,0.158
6382,0,0.141
6383,0,0.117
6384,0,0.097
6385,0,0.085
6386,0,0.064
6387,0,0.059
6388,0.027,0.043
6389,0.131,0.061
6390,0.285,0.086
6391,0.418,0.036
6392,0.485,0.011
6393,0.536,0.002
6394,0.506,0
6395,0.475,0
6396,0.385,0
6397,0.244,0.003
6398,0.09,0.02
6399,0.007,0.108
6400,0,0.245
6401,0,0.32
6402,0,0.354
6403,0,0.368
6404,0,0.383
6405,0,0.392
6406,0,0.395
6407,0,0.326
6408,0,0.184
6409,0,0.106
6410,0,0.071
6411,0,0.052
6412,0.034,0.031
6413,0.159,0.048
6414,0.373,0.057
6415,0.535,0.019
6416,0.567,0.002
6417,0.554,0
6418,0.477,0
6419,0.318,0
6420,0.184,0
6421,0.095,0.002
6422,0.044,0.021
6423,0.005,0.077
6424,0,0.125
6425,0,0.13
6426,0,0.13
6427,0,0.141
6428,0,0.153
6429,0,0.181
6430,0,0.21
6431,0,0.244
6432,0,0.258
6433,0,0.254
6434,0,0.228
6435,0,0.186
6436,0.22,0.115
6437,0.509,0.036
6438,0.631,0.01
6439,0.688,0.004
6440,0.709,0.004
6441,0.713,0.006
6442,0.705,0.007
6443,0.674,0.009
6444,0.595,0.013
6445,0.369,0.027
6446,0.204,0.066
6447,0.075,0.225
6448,0,0.455
6449,0,0.493
6450,0,0.465
6451,0,0.383
6452,0,0.273
6453,0,0.217
6454,0,0.196
6455,0,0.165
6456,0,0.137
6457,0,0.112
6458,0,0.093
6459,0,0.078
6460,0.226,0.054
6461,0.507,0.036
6462,0.632,0.012
6463,0.691,0.001
6464,0.72,0
6465,0.727,0
6466,0.724,0
6467,0.705,0.01
6468,0.649,0.042
6469,0.57,0.117
6470,0.357,0.249
6471,0.085,0.436
6472,0,0.582
6473,0,0.619
6474,0,0.609
6475,0,0.588
6476,0,0.514
6477,0,0.421
6478,0,0.328
6479,0,0.282
6480,0,0.176
6481,0,0.083
6482,0,0.052
6483,0,0.055
6484,0.157,0.069
6485,0.467,0.084
6486,0.598,0.123
6487,0.638,0.169
6488,0.646,0.202
6489,0.626,0.239
6490,0.591,0.28
6491,0.503,0.326
6492,0.386,0.377
6493,0.243,0.431
6494,0.092,0.481
6495,0.015,0.464
6496,0,0.463
6497,0,0.496
6498,0,0.527
6499,0,0.541
6500,0,0.537
6501,0,0.518
6502,0,0.466
6503,0,0.397
6504,0,0.294
6505,0,0.215
6506,0,0.179
6507,0,0.161
6508,0.038,0.185
6509,0.162,0.474
6510,0.259,0.625
6511,0.308,0.614
6512,0.345,0.484
6513,0.349,0.282
6514,0.327,0.189
6515,0.261,0.145
6516,0.302,0.091
6517,0.292,0.066
6518,0.209,0.082
6519,0.047,0.203
6520,0,0.547
6521,0,0.806
6522,0,0.836
6523,0,0.784
6524,0,0.706
6525,0,0.639
6526,0,0.55
6527,0,0.427
6528,0,0.394
6529,0,0.443
6530,0,0.515
6531,0,0.499
6532,0.076,0.575
6533,0.32,0.812
6534,0.522,0.847
6535,0.611,0.837
6536,0.665,0.821
6537,0.673,0.806
6538,0.607,0.796
6539,0.38,0.79
6540,0.205,0.789
6541,0.15,0.782
6542,0.09,0.779
6543,0.021,0.756
6544,0,0.753
6545,0,0.756
6546,0,0.725
6547,0,0.689
6548,0,0.677
6549,0,0.695
6550,0,0.726
6551,0,0.755
6552,0,0.769
6553,0,0.773
6554,0,0.771
6555,0,0.78
6556,0.117,0.788
6557,0.404,0.898
6558,0.597,0.917
6559,0.676,0.899
6560,0.711,0.857
6561,0.722,0.794
6562,0.689,0.71
6563,0.66,0.622
6564,0.592,0.537
6565,0.397,0.471
6566,0.265,0.436
6567,0.057,0.441
6568,0,0.555
6569,0,0.598
6570,0,0.628
6571,0,0.551
6572,0,0.496
6573,0,0.415
6574,0,0.389
6575,0,0.374
6576,0,0.348
6577,0,0.317
6578,0,0.301
6579,0,0.234
6580,0.101,0.184
6581,0.335,0.302
6582,0.602,0.241
6583,0.679,0.154
6584,0.704,0.092
6585,0.701,0.048
6586,0.689,0.022
6587,0.658,0.016
6588,0.541,0.029
6589,0.391,0.073
6590,0.189,0.162
6591,0.047,0.326
6592,0,0.503
6593,0,0.573
6594,0,0.544
6595,0,0.485
6596,0,0.403
6597,0,0.31
6598,0,0.255
6599,0,0.182
6600,0,0.14
6601,0,0.148
6602,0,0.153
6603,0,0.133
6604,0.182,0.085
6605,0.469,0.125
6606,0.639,0.134
6607,0.697,0.105
6608,0.724,0.096
6609,0.732,0.114
6610,0.738,0.158
6611,0.711,0.221
6612,0.672,0.302
6613,0.6,0.382
6614,0.453,0.469
6615,0.081,0.555
6616,0,0.595
6617,0,0.599
6618,0,0.581
6619,0,0.543
6620,0,0.47
6621,0,0.412
6622,0,0.363
6623,0,0.317
6624,0,0.275
6625,0,0.218
6626,0,0.163
6627,0,0.127
6628,0.152,0.092
6629,0.489,0.2
6630,0.638,0.319
6631,0.706,0.324
6632,0.739,0.294
6633,0.751,0.261
6634,0.753,0.236
6635,0.742,0.227
6636,0.704,0.241
6637,0.637,0.267
6638,0.491,0.302
6639,0.105,0.395
6640,0,0.544
6641,0,0.604
6642,0,0.573
6643,0,0.491
6644,0,0.405
6645,0,0.318
6646,0,0.249
6647,0,0.189
6648,0,0.137
6649,0,0.113
6650,0,0.134
6651,0,0.183
6652,0.175,0.202
6653,0.468,0.201
6654,0.587,0.175
6655,0.674,0.051
6656,0.719,0.014
6657,0.706,0.011
6658,0.625,0.019
6659,0.528,0.028
6660,0.35,0.035
6661,0.281,0.032
6662,0.185,0.026
6663,0.027,0.027
6664,0,0.04
6665,0,0.061
6666,0,0.075
6667,0,0.084
6668,0,0.087
6669,0,0.093
6670,0,0.09
6671,0,0.082
6672,0,0.072
6673,0,0.064
6674,0,0.064
6675,0,0.071
6676,0.13,0.068
6677,0.388,0.034
6678,0.549,0.01
6679,0.64,0.002
6680,0.666,0
6681,0.629,0
6682,0.6,0
6683,0.545,0
6684,0.417,0.001
6685,0.224,0.01
6686,0.088,0.036
6687,0.008,0.107
6688,0,0.2
6689,0,0.263
6690,0,0.287
6691,0,0.314
6692,0,0.508
6693,0,0.777
6694,0,0.874
6695,0,0.836
6696,0,0.79
6697,0,0.779
6698,0,0.742
6699,0,0.675
6700,0.051,0.615
6701,0.298,0.599
6702,0.508,0.55
6703,0.69,0.461
6704,0.755,0.354
6705,0.77,0.254
6706,0.773,0.169
6707,0.759,0.107
6708,0.737,0.075
6709,0.68,0.066
6710,0.545,0.083
6711,0.124,0.163
6712,0,0.294
6713,0,0.347
6714,0,0.401
6715,0,0.389
6716,0,0.31
6717,0,0.264
6718,0,0.217
6719,0,0.194
6720,0,0.193
6721,0,0.174
6722,0,0.152
6723,0,0.156
6724,0.169,0.114
6725,0.493,0.193
6726,0.646,0.35
6727,0.711,0.322
6728,0.746,0.263
6729,0.759,0.215
6730,0.756,0.183
6731,0.73,0.169
6732,0.671,0.184
6733,0.566,0.207
6734,0.388,0.22
6735,0.074,0.275
6736,0,0.436
6737,0,0.546
6738,0,0.521
6739,0,0.479
6740,0,0.501
6741,0,0.461
6742,0,0.447
6743,0,0.443
6744,0,0.421
6745,0,0.412
6746,0,0.417
6747,0,0.404
6748,0.135,0.34
6749,0.436,0.287
6750,0.626,0.484
6751,0.697,0.393
6752,0.73,0.273
6753,0.741,0.228
6754,0.743,0.244
6755,0.733,0.284
6756,0.709,0.331
6757,0.65,0.372
6758,0.517,0.367
6759,0.087,0.318
6760,0,0.343
6761,0,0.386
6762,0,0.402
6763,0,0.374
6764,0,0.316
6765,0,0.273
6766,0,0.249
6767,0,0.242
6768,0,0.246
6769,0,0.263
6770,0,0.299
6771,0,0.34
6772,0.201,0.364
6773,0.531,0.186
6774,0.666,0.207
6775,0.725,0.148
6776,0.755,0.112
6777,0.768,0.133
6778,0.772,0.185
6779,0.767,0.254
6780,0.745,0.313
6781,0.699,0.324
6782,0.59,0.26
6783,0.115,0.151
6784,0,0.06
6785,0,0.019
6786,0,0.005
6787,0,0.003
6788,0,0.027
6789,0,0.148
6790,0,0.481
6791,0,0.743
6792,0,0.824
6793,0,0.913
6794,0,0.941
6795,0,0.953
6796,0.037,0.949
6797,0.219,0.934
6798,0.394,0.893
6799,0.594,0.823
6800,0.73,0.723
6801,0.782,0.601
6802,0.799,0.492
6803,0.809,0.392
6804,0.781,0.292
6805,0.72,0.231
6806,0.586,0.204
6807,0.105,0.209
6808,0,0.249
6809,0,0.282
6810,0,0.308
6811,0,0.307
6812,0,0.279
6813,0,0.261
6814,0,0.231
6815,0,0.18
6816,0,0.116
6817,0,0.071
6818,0,0.053
6819,0,0.047
6820,0.132,0.052
6821,0.493,0.113
6822,0.661,0.132
6823,0.744,0.127
6824,0.763,0.11
6825,0.724,0.096
6826,0.661,0.085
6827,0.588,0.075
6828,0.553,0.067
6829,0.569,0.06
6830,0.45,0.06
6831,0.044,0.105
6832,0,0.187
6833,0,0.192
6834,0,0.166
6835,0,0.126
6836,0,0.089
6837,0,0.067
6838,0,0.068
6839,0,0.09
6840,0,0.142
6841,0,0.241
6842,0,0.342
6843,0,0.394
6844,0.091,0.377
6845,0.343,0.174
6846,0.535,0.067
6847,0.614,0.015
6848,0.627,0.001
6849,0.607,0
6850,0.592,0.001
6851,0.535,0.003
6852,0.404,0.017
6853,0.229,0.062
6854,0.056,0.151
6855,0,0.233
6856,0,0.221
6857,0,0.124
6858,0,0.069
6859,0,0.051
6860,0,0.046
6861,0,0.04
6862,0,0.042
6863,0,0.052
6864,0,0.041
6865,0,0.035
6866,0,0.027
6867,0,0.017
6868,0,0.013
6869,0.034,0.01
6870,0.119,0.021
6871,0.25,0.05
6872,0.382,0.097
6873,0.474,0.172
6874,0.429,0.234
6875,0.332,0.275
6876,0.241,0.304
6877,0.151,0.307
6878,0.067,0.279
6879,0,0.231
6880,0,0.255
6881,0,0.257
6882,0,0.262
6883,0,0.237
6884,0,0.166
6885,0,0.098
6886,0,0.075
6887,0,0.126
6888,0,0.272
6889,0,0.386
6890,0,0.426
6891,0,0.447
6892,0.004,0.398
6893,0.062,0.271
6894,0.144,0.247
6895,0.213,0.194
6896,0.276,0.138
6897,0.369,0.12
6898,0.346,0.088
6899,0.289,0.043
6900,0.241,0.014
6901,0.174,0.003
6902,0.081,0
6903,0.007,0.002
6904,0,0.008
6905,0,0.006
6906,0,0.006
6907,0,0.063
6908,0,0.344
6909,0,0.711
6910,0,0.782
6911,0,0.699
6912,0,0.619
6913,0,0.607
6914,0,0.572
6915,0,0.514
6916,0.148,0.468
6917,0.508,0.55
6918,0.679,0.509
6919,0.756,0.395
6920,0.793,0.275
6921,0.806,0.204
6922,0.808,0.182
6923,0.799,0.151
6924,0.773,0.137
6925,0.71,0.131
6926,0.578,0.097
6927,0.052,0.098
6928,0,0.1
6929,0,0.097
6930,0,0.112
6931,0,0.146
6932,0,0.187
6933,0,0.199
6934,0,0.194
6935,0,0.174
6936,0,0.138
6937,0,0.1
6938,0,0.074
6939,0,0.057
6940,0.164,0.052
6941,0.527,0.031
6942,0.684,0.014
6943,0.75,0.003
6944,0.779,0.001
6945,0.793,0.002
6946,0.797,0.003
6947,0.791,0.003
6948,0.768,0.001
6949,0.72,0
6950,0.614,0.008
6951,0.075,0.209
6952,0,0.466
6953,0,0.558
6954,0,0.565
6955,0,0.508
6956,0,0.405
6957,0,0.29
6958,0,0.226
6959,0,0.221
6960,0,0.239
6961,0,0.265
6962,0,0.305
6963,0,0.34
6964,0.141,0.341
6965,0.486,0.173
6966,0.641,0.142
6967,0.707,0.153
6968,0.74,0.127
6969,0.753,0.154
6970,0.757,0.233
6971,0.75,0.321
6972,0.726,0.389
6973,0.669,0.446
6974,0.527,0.447
6975,0.034,0.416
6976,0,0.485
6977,0,0.601
6978,0,0.697
6979,0,0.763
6980,0,0.791
6981,0,0.784
6982,0,0.756
6983,0,0.733
6984,0,0.726
6985,0,0.724
6986,0,0.73
6987,0,0.74
6988,0.158,0.725
6989,0.52,0.525
6990,0.673,0.474
6991,0.74,0.341
6992,0.773,0.212
6993,0.787,0.14
6994,0.791,0.101
6995,0.785,0.077
6996,0.762,0.065
6997,0.712,0.053
6998,0.598,0.044
6999,0.059,0.06
7000,0,0.067
7001,0,0.043
7002,0,0.011
7003,0,0.003
7004,0,0.003
7005,0,0.005
7006,0,0.005
7007,0,0.007
7008,0,0.023
7009,0,0.063
7010,0,0.134
7011,0,0.239
7012,0.131,0.352
7013,0.478,0.259
7014,0.637,0.286
7015,0.706,0.395
7016,0.742,0.459
7017,0.758,0.546
7018,0.763,0.614
7019,0.756,0.65
7020,0.733,0.675
7021,0.681,0.687
7022,0.568,0.673
7023,0.057,0.677
7024,0,0.74
7025,0,0.785
7026,0,0.784
7027,0,0.774
7028,0,0.785
7029,0,0.803
7030,0,0.831
7031,0,0.87
7032,0,0.853
7033,0,0.727
7034,0,0.593
7035,0,0.552
7036,0.197,0.552
7037,0.58,0.294
7038,0.726,0.095
7039,0.786,0.037
7040,0.814,0.081
7041,0.825,0.187
7042,0.828,0.247
7043,0.823,0.265
7044,0.804,0.276
7045,0.761,0.266
7046,0.672,0.206
7047,0.066,0.193
7048,0,0.221
7049,0,0.199
7050,0,0.134
7051,0,0.085
7052,0,0.066
7053,0,0.069
7054,0,0.082
7055,0,0.086
7056,0,0.063
7057,0,0.05
7058,0,0.049
7059,0,0.05
7060,0.155,0.056
7061,0.535,0.027
7062,0.696,0.001
7063,0.76,0.003
7064,0.79,0.003
7065,0.804,0.001
7066,0.809,0
7067,0.805,0
7068,0.786,0.002
7069,0.739,0.01
7070,0.634,0.044
7071,0.049,0.191
7072,0,0.349
7073,0,0.386
7074,0,0.325
7075,0,0.245
7076,0,0.183
7077,0,0.186
7078,0,0.218
